Comment,Designator,Footprint,LCSC Part #
1u,C1 C2 C3 C4,C0402,C694272
MA06-1JN,X1 X2,MA06N-1J,C6332199
SN74LVC2T45,IC1 IC2,VSSOP8,C15741
